country,region,period.num,period,industry,site,unit,site.unit,BP.cal.median,C14.mean,C14.SD,C14.CV,calib.curve,sample.id,delta.C13,sample.type,method&ID,latitude,longitude,east.cord,north.coord,material,species,life.span,domestic,citation.short,citation,source,comments,dataset
Spain,Valäncia,4,Holocene,,Coveta Emparet†,,Coveta Emparet† ,,3204,17,0.00530586766541823,intcal20,MAMS18663,,Singular,,38.7621,-0.5868,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Murcia,4,Holocene,,La Bastida,,La Bastida ,,3425,18,0.00525547445255474,intcal20,KIA50636,,Singular,,37.75977,-1.55688,,,Hueso,Humano,Corta,,Meadows et al. 2015,"Meadows, John, Matthias HÅls, & Ralph Schneider ( 2015 ) Accuracy and Reproducibility of 14C Measurements at the Leibniz-Labor (Kiel): A First Response to Lull et al., ""When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in We",,misma muestra que KIA-39261,Cortell2022
Spain,Murcia,4,Holocene,,Tira del Lienzo,"buildng 7, floor level","Tira del Lienzo buildng 7, floor level",,3496,18,0.0051487414187643,intcal20,MAMS13123,,NA,,37.79472,-1.49055,,,Semilla/fruto,Pistacea sp.,Corta,,Lull et al. 2015,"Lull, Vicente, Rafael Mic¢, Cristina Rihuete Herrada, & Roberto Risch (2015a) When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series. Radiocarbon [0033-8222] 57(5):1029-1040.",,repetici¢n de KIA-43101-A,Cortell2022
Spain,Murcia,4,Holocene,,Tira del Lienzo,granary H2,Tira del Lienzo granary H2,,3513,18,0.00512382578992314,intcal20,MAMS13125,,NA,,37.79472,-1.49055,,,Semilla/fruto,Pistacea sp.,Corta,,Lull et al. 2015,"Lull, Vicente, Rafael Mic¢, Cristina Rihuete Herrada, & Roberto Risch (2015a) When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series. Radiocarbon [0033-8222] 57(5):1029-1040",,,Cortell2022
Spain,Valäncia,4,Holocene,,Coveta Emparet†,,Coveta Emparet† ,,3366,18,0.0053475935828877,intcal20,MAMS18664,,NA,,38.7621,-0.5868,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Murcia,4,Holocene,,La Bastida,,La Bastida ,,3402,19,0.00558495002939447,intcal20,KIA40099(2009),,NA,,37.75977,-1.55688,,,Semilla/fruto,Cereal,Corta,,Meadows et al. 2015,"Meadows, John, Matthias HÅls, & Ralph Schneider ( 2015 ) Accuracy and Reproducibility of 14C Measurements at the Leibniz-Labor (Kiel): A First Response to Lull et al., ""When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in We",,misma muestra que KIA-40099(2014),Cortell2022
Spain,Murcia,4,Holocene,,Tira del Lienzo,"buildding 7, floor level","Tira del Lienzo buildding 7, floor level",,3508,19,0.00541619156214367,intcal20,MAMS13124,,NA,,37.79472,-1.49055,,,Semilla/fruto,Pistacea sp.,Corta,,Lull et al. 2015,"Lull, Vicente, Rafael Mic¢, Cristina Rihuete Herrada, & Roberto Risch (2015a) When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series. Radiocarbon [0033-8222] 57(5):1029-1040",,repetici¢n de KIA-43101['13],Cortell2022
Spain,Valäncia,4,Holocene,,Cova del Forat de l'Aire Calent,-,Cova del Forat de l'Aire Calent -,,4230,19,0.00449172576832151,intcal20,MAMS18661,,NA,,38.94399,-0.27639,,,Hueso,Hueso,Corta,,,,,,Cortell2022
Spain,Valäncia,4,Holocene,,Cara-Sol de Vernissa,,Cara-Sol de Vernissa ,,4657,19,0.0040798797509126,intcal20,MAMS20435,,NA,,38.9676,-0.563,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Cuenca,4,Holocene,,El Cerro del Cuco,,El Cerro del Cuco ,,3350,20,0.00597014925373134,intcal20,CSIC917,,NA,,39.3938,-1.9435,,,Carbon,carb¢n,Larga,,,,,,Cortell2022
Spain,Almer°a,4,Holocene,,La Atalaya,tumba 6 (c†mara y corredor),La Atalaya tumba 6 (c†mara y corredor),,3844,20,0.00520291363163372,intcal20,ETH74308,-24.1,Singular,,37.36083,-2.36907,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,La Atalaya,tumba 6 (c†mara y corredor),La Atalaya tumba 6 (c†mara y corredor),,3922,20,0.00509943906170321,intcal20,ETH74309,-16.4,Singular,,37.36083,-2.36907,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,La Atalaya,tumba 6 (c†mara y corredor),La Atalaya tumba 6 (c†mara y corredor),,3925,20,0.00509554140127389,intcal20,ETH74310,-16.5,Singular,,37.36083,-2.36907,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,La Atalaya,tumba 6 (c†mara y corredor),La Atalaya tumba 6 (c†mara y corredor),,3928,20,0.00509164969450102,intcal20,ETH74311,-15.3,Singular,,37.36083,-2.36907,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,Llanos del Jaut¢n,tumba 1 (Rundgrab) ,Llanos del Jaut¢n tumba 1 (Rundgrab) ,,4163,20,0.00480422772039395,intcal20,ETH74312,-18.3,Singular,,37.37055,-2.34544,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,Llanos del Jaut¢n,tumba 1 (Rundgrab) ,Llanos del Jaut¢n tumba 1 (Rundgrab) ,,4164,20,0.0048030739673391,intcal20,ETH74313,-17.4,Singular,,37.37055,-2.34544,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,Llanos del Jaut¢n,tumba 1 (Rundgrab),Llanos del Jaut¢n tumba 1 (Rundgrab),,4175,20,0.00479041916167665,intcal20,ETH74314,-18.5,Singular,,37.37055,-2.34544,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,Llanos del Jaut¢n,tumba 1 (Rundgrab),Llanos del Jaut¢n tumba 1 (Rundgrab),,4148,20,0.00482160077145612,intcal20,ETH74315,-13.2,Singular,,37.37055,-2.34544,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,Llanos del Jaut¢n,tumba 1 (Rundgrab),Llanos del Jaut¢n tumba 1 (Rundgrab),,4112,20,0.00486381322957198,intcal20,ETH74316,-19.3,Singular,,37.37055,-2.34544,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,Llanos del Jaut¢n, tumba 1 (Rundgrab) ,Llanos del Jaut¢n  tumba 1 (Rundgrab) ,,4151,20,0.00481811611659841,intcal20,ETH74317,-16.6,Singular,,37.37055,-2.34544,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Almer°a,4,Holocene,,Llanos del Jaut¢n,tumba 1 (Rundgrab),Llanos del Jaut¢n tumba 1 (Rundgrab),,4153,20,0.00481579581025765,intcal20,ETH74318,-17.3,Singular,,37.37055,-2.34544,,,Hueso,Humano,Corta,,Aranda et al. 2017,"Aranda JimÇnez, Gonzalo, µgueda Lozano Medina, Mar°a Dolores C†malich Massieu, Dimas Mart°n Socas, Francisco Javier Rodr°guez Santos, Aioze Trujillo Mederos, Jonathan Santana Cabrera, AngÇlique Nonza-Micaelli, & Xavier Clop ( 2017) La Cronolog°a Radiocarb¢nica de las Primeras Manifestaciones Megal°ticas en el Sureste de la Pen°nsula IbÇrica: Las Necr¢polis de las Churuletas, la Atalaya y Llano del Jaut¢n (Purchena, Almer°a). Trabajos de Prehistoria [0082-5638] 74(2):257-277.",,,Cortell2022
Spain,Teruel,4,Holocene,,Hoya Quemada,,Hoya Quemada ,,3370,20,0.00593471810089021,intcal20,GrN15895,,NA,,40.25008,-0.7307,,,Carbon,Carb¢n,Larga,Si,,,,,Cortell2022
Spain,Teruel,4,Holocene,,Muela del Sabucar,,Muela del Sabucar ,,3915,20,0.00510855683269476,intcal20,GrN15896,,NA,,40.51838,-1.0754,,,Carbon,Carb¢n,Larga,Si,,,,,Cortell2022
Spain,Teruel,4,Holocene,,El Castillo,"Corte X6, fase IIA","El Castillo Corte X6, fase IIA",,3455,20,0.00578871201157742,intcal20,GrN17574,,Agregado,,40.33527,-1.61138,,,Semilla/fruto,Cereal,Corta,,Harrison and Wainwright 1991,"Harrison, Richard J., & J. Wainwright (1991) Dating the Bronze Age in Spain: A Refined Chronology for the High-Altitude Settlement of El Castillo (Fr°as de Albarrac°n, Prov. Teruel). Oxford Journal of Archaeology [1468-0092] 10(3):261-268",,,Cortell2022
Spain,Teruel,4,Holocene,,El Castillo,"Corte X6, fase IIB","El Castillo Corte X6, fase IIB",,3595,20,0.00556328233657858,intcal20,GrN17575,,Agregado,,40.33527,-1.61138,,,Semilla/fruto,Cereal,Corta,,Harrison and Wainwright 1991,"Harrison, Richard J., & J. Wainwright (1991) Dating the Bronze Age in Spain: A Refined Chronology for the High-Altitude Settlement of El Castillo (Fr°as de Albarrac°n, Prov. Teruel). Oxford Journal of Archaeology [1468-0092] 10(3):261-268",,,Cortell2022
Spain,Teruel,4,Holocene,,El Castillo,"Corte B6, fase IIC","El Castillo Corte B6, fase IIC",,3615,20,0.00553250345781466,intcal20,GrN17576,,Agregado,,40.33527,-1.61138,,,Semilla/fruto,Cereal,Corta,,Harrison and Wainwright 1991,"Harrison, Richard J., & J. Wainwright (1991) Dating the Bronze Age in Spain: A Refined Chronology for the High-Altitude Settlement of El Castillo (Fr°as de Albarrac°n, Prov. Teruel). Oxford Journal of Archaeology [1468-0092] 10(3):261-268",,,Cortell2022
Spain,M†laga,4,Holocene,,Cuesta de los Almendrillos,,Cuesta de los Almendrillos ,,4450,20,0.00449438202247191,intcal20,GrN25302,,NA,,36.70833,-4.83485,,,Hueso,Hueso,Corta,,Fern†ndez y Marquez 2002,"Fern†ndez Ruiz, Juan, & JosÇ Enrique M†rquez Romero (2002) Actividad Arqueol¢gica de Urgencia en la Finca de la Dehesilla de Ardite. Alzoaina (M†laga). En Anuario Arqueol¢gico de Andaluc°a 1999, vol. 3. Actividades de Urgencia. Pp. 596-602. Sevilla: Consejer°a de Cultura, Junta de Andaluc°a.",,,Cortell2022
Spain,Murcia,4,Holocene,,La Bastida,"building 3, pithos burial 23, individual 2","La Bastida building 3, pithos burial 23, individual 2",,3360,20,0.00595238095238095,intcal20,KIA400151,,Singular,,37.75977,-1.55688,,,Hueso,Humano,Corta,,Lull et al. 2015,"Lull, Vicente, Rafael Mic¢, Cristina Rihuete Herrada, & Roberto Risch (2015a) When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series. Radiocarbon [0033-8222] 57(5):1029-1040",,mismo femur que KIA-40015 y -40015-2,Cortell2022
Spain,Murcia,4,Holocene,,La Bastida,"building 3, pithos burial 18","La Bastida building 3, pithos burial 18",,3405,20,0.00587371512481645,intcal20,KIA40099,,NA,,37.75977,-1.55688,,,Semilla/fruto,Cereal,Corta,,Lull et al. 2015,"Lull, Vicente, Rafael Mic¢, Cristina Rihuete Herrada, & Roberto Risch (2015a) When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series. Radiocarbon [0033-8222] 57(5):1029-1040",,,Cortell2022
Spain,Murcia,4,Holocene,,La Bastida,,La Bastida ,,3604,20,0.00554938956714761,intcal20,KIA50634,,Singular,,37.75977,-1.55688,,,Hueso,Humano,Corta,,Meadows et al. 2015,"Meadows, John, Matthias HÅls, & Ralph Schneider ( 2015 ) Accuracy and Reproducibility of 14C Measurements at the Leibniz-Labor (Kiel): A First Response to Lull et al., ""When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series."" Radiocarbon [0033-8222] 57(5):1041-1047",,misma muestra que Kia-39255,Cortell2022
Spain,Almer°a,4,Holocene,,Lugarico Viejo,Ceramica (en museo),Lugarico Viejo Ceramica (en museo),,3731,20,0.00536049316537121,intcal20,MAMS15948,,NA,,37.24966,-1.96242,,,Semilla/fruto,Vicia,Corta,Si,Lull et al. 2015,"Lull, Vicente, Rafael Mic¢, Cristina Rihuete Herrada, & Roberto Risch (2015) Transition and Conflict at the End of the 3rd Millennium BC in South Iberia. En 2000 - Ein Klimasturz Als Ursache FÅr Den Zerfall der Alten Welt, vol. 12. Harald Meller, Helge Wolfgang Arz, Reinhard Jung & Roberto Risch, eds. Pp. 365-407. Tagungen des Landesmuseums fÅr Vorgeshichte Halle. Halle: Landesmuseum fÅr Vorgeschichte.",,,Cortell2022
Spain,Valäncia,4,Holocene,,Cara-sol de Vernissa,-,Cara-sol de Vernissa -,,4727,20,0.00423101332769198,intcal20,MAMS18259,,Singular,,38.9676,-0.563,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Alacant,4,Holocene,,Cova de l'Or,Capa 2,Cova de l'Or Capa 2,,3899,20,0.00512952038984355,intcal20,MAMS19064,,Singular,,38.84462,-0.36296,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Murcia,4,Holocene,,La Bastida,,La Bastida ,,3642,20,0.00549148819330038,intcal20,MAMS19929,,NA,,37.75977,-1.55688,,,Hueso,Hueso,Corta,,,,,,Cortell2022
Spain,S,4,Holocene,Early Neolithic,Cariguela,,,,6260,20,0.0032,intcal20,Pta9163,,,,,,466350,4151579,HB,,,,,Fernandez et al. 2007,,,Bernabeu2016
Spain,Almer°a,4,Holocene,,Necr¢polis de los Millares,Tumba 71,Necr¢polis de los Millares Tumba 71,,3961,20,0.00504922999242616,intcal20,SUERC82840,-19,Singular,,36.96318,-2.51404,,,Hueso,Humano,Corta,,Aranda et al. 2000,"Aranda, G., Diaz-Zorita, M., Hamilton, D., Milesi, L., S†nchez Romero, M. 2020. The radiocarbon chronology and temporality of the megalithc cementery of Los Millares (Almer°a, Spain).",,,Cortell2022
Spain,Castell¢,4,Holocene,,Abrigo de la Sima de la Higuera,,Abrigo de la Sima de la Higuera ,,5790,20,0.00345423143350604,intcal20,UCIAMS174143,,singular,,39.99432,-0.54365,,,Hueso,Ovis / Capra,Corta,Si,InÇdita,InÇdita,,,Cortell2022
Spain,Valäncia,4,Holocene,,Cueva de la Cocina,Garc°a,Cueva de la Cocina Garc°a,,3590,20,0.00557103064066852,intcal20,UCIAMS174144,,Singular,,39.25201,-0.72601,,,Hueso,Bos Taurus,Corta,Si,,,,,Cortell2022
Spain,Valäncia,4,Holocene,,Cueva de la Cocina,Fortea,Cueva de la Cocina Fortea,,3725,20,0.00536912751677852,intcal20,UCIAMS174146,,Singular,,39.25201,-0.72601,,,Hueso,Ovis Aries,Corta,Si,,,,,Cortell2022
Spain,Alacant,4,Holocene,,Cova de la Pastora,-,Cova de la Pastora -,,4480,20,0.00446428571428571,intcal20,UCIAMS66305,,Singular,,38.6585,-0.43696,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Alacant,4,Holocene,,Cova de la Pastora,-,Cova de la Pastora -,,3515,20,0.00568990042674253,intcal20,UCIAMS66306,,Singular,,38.6585,-0.43696,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Alacant,4,Holocene,,Cova de la Pastora,-,Cova de la Pastora -,,3490,20,0.00573065902578797,intcal20,UCIAMS66308,,Singular,,38.6585,-0.43696,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Alacant,4,Holocene,,Cova de la Pastora,-,Cova de la Pastora -,,4510,20,0.00443458980044346,intcal20,UCIAMS66309,,Singular,,38.6585,-0.43696,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Alacant,4,Holocene,,Cova de la Pastora,-,Cova de la Pastora -,,4150,20,0.00481927710843374,intcal20,UCIAMS66310,,Singular,,38.6585,-0.43696,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Alacant,4,Holocene,,Cova de la Pastora,-,Cova de la Pastora -,,3875,20,0.00516129032258065,intcal20,UCIAMS66311,,Singular,,38.6585,-0.43696,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Alacant,4,Holocene,,Cova de la Pastora,-,Cova de la Pastora -,,4275,20,0.00467836257309942,intcal20,UCIAMS66313,,Singular,,38.6585,-0.43696,,,Hueso,Humano,Corta,,,,,,Cortell2022
Spain,Alacant,4,Holocene,,Mas d'Is,-,Mas d'Is -,,5070,20,0.00394477317554241,intcal20,UCIAMS66315,,Singular,,38.687596,-0.397285,,,Hueso,Cervus,Corta,,,,,,Cortell2022
